URL,Title of the Page,Type of Source,PEP Role Referenced,Content Snippet
https://www.iol.co.za/news/helen-zille-43906,Profile of Helen Zille - Premier,News,Premier,"Helen Zille serves as Premier in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.gov.za/article/413035/rashad-cassim,Rashad Cassim - Official Central Bank Official Profile,Government,Central Bank Official,"Rashad Cassim serves as Central Bank Official in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.presidency.gov.za/government/president/cyril-ramaphosa,"Biography: Cyril Ramaphosa, President",Government,President,"Cyril Ramaphosa serves as President in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.dirco.gov.za/person/ebrahim-rasool-4,Ebrahim Rasool appointed as Ambassador,Government,Ambassador,"Ebrahim Rasool serves as Ambassador in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.mg.co.za/profile/mmusi-maimane-3753,Mmusi Maimane appointed as Political Party Leader,News,Political Party Leader,"Mmusi Maimane serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.news24.com/government/military-officer/solly-shoke,Profile of Solly Shoke - Military Officer,News,Military Officer,"Solly Shoke serves as Military Officer in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.news24.com/government/military-officer/solly-shoke-1,"Biography: Solly Shoke, Military Officer",News,Military Officer,"Solly Shoke serves as Military Officer in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.news24.com/politics/rudzani-maphwanya-biography-1,Rudzani Maphwanya speaks on government policy,News,Military Officer,"Rudzani Maphwanya serves as Military Officer in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.gov.za/profile/aaron-motsoaledi-5342,Aaron Motsoaledi - Official Minister Profile,Government,Minister,"Aaron Motsoaledi serves as Minister in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.dirco.gov.za/government/ambassador/ebrahim-rasool-2,Ebrahim Rasool addresses parliament,Government,Ambassador,"Ebrahim Rasool serves as Ambassador in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.judiciary.org.za/government/judge/mandisa-maya-2,Mandisa Maya - Judge responsibilities,Government,Judge,"Mandisa Maya serves as Judge in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.resbank.co.za/profile/lesetja-kganyago-1546,Lesetja Kganyago appointed as Central Bank Official,Government,Central Bank Official,"Lesetja Kganyago serves as Central Bank Official in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.westerncape.gov.za/politics/phumulo-masualle-biography-1,Phumulo Masualle - Premier responsibilities,Other,Premier,"Phumulo Masualle serves as Premier in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.news24.com/politics/athol-trollip-biography-2,Interview with Athol Trollip,News,Mayor,"Athol Trollip serves as Mayor in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.westerncape.gov.za/news/phumulo-masualle-51696,Phumulo Masualle appointed as Premier,Other,Premier,"Phumulo Masualle serves as Premier in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.westerncape.gov.za/person/phumulo-masualle-1,Phumulo Masualle - Premier responsibilities,Other,Premier,"Phumulo Masualle serves as Premier in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.resbank.co.za/article/950901/rashad-cassim,Rashad Cassim appointed as Central Bank Official,Government,Central Bank Official,"Rashad Cassim serves as Central Bank Official in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.westerncape.gov.za/article/717215/helen-zille,Helen Zille speaks on government policy,Other,Premier,"Helen Zille serves as Premier in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.iol.co.za/politics/supra-mahumapelo-biography-5,Supra Mahumapelo addresses parliament,News,Premier,"Supra Mahumapelo serves as Premier in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.gov.za/person/clayson-monyela-2,Clayson Monyela addresses parliament,Government,Ambassador,"Clayson Monyela serves as Ambassador in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.sandf.mil.za/politics/solly-shoke-biography-2,Solly Shoke - Official Military Officer Profile,Other,Military Officer,"Solly Shoke serves as Military Officer in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.presidency.gov.za/news/paul-mashatile-15645,Paul Mashatile addresses parliament,Government,President,"Paul Mashatile serves as President in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.news24.com/article/395620/solly-msimanga,Solly Msimanga speaks on government policy,News,Mayor,"Solly Msimanga serves as Mayor in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.sandf.mil.za/government/military-officer/seymour-goosen-2,Seymour Goosen - Military Officer responsibilities,Other,Military Officer,"Seymour Goosen serves as Military Officer in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.joburg.org.za/person/solly-msimanga-2,Profile of Solly Msimanga - Mayor,Other,Mayor,"Solly Msimanga serves as Mayor in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.news24.com/profile/floyd-shivambu-1828,Floyd Shivambu - Official Political Party Leader Profile,News,Political Party Leader,"Floyd Shivambu serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.iol.co.za/person/phumulo-masualle-1,Phumulo Masualle speaks on government policy,News,Premier,"Phumulo Masualle serves as Premier in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.gov.za/profile/ebrahim-rasool-5943,Ebrahim Rasool - Official Ambassador Profile,Government,Ambassador,"Ebrahim Rasool serves as Ambassador in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.presidency.gov.za/person/david-mabuza-2,Profile of David Mabuza - President,Government,President,"David Mabuza serves as President in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.tshwane.gov.za/article/908258/solly-msimanga,Solly Msimanga speaks on government policy,Other,Mayor,"Solly Msimanga serves as Mayor in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.sandf.mil.za/profile/seymour-goosen-8390,Seymour Goosen - Official Military Officer Profile,Other,Military Officer,"Seymour Goosen serves as Military Officer in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.tshwane.gov.za/profile/solly-msimanga-5547,Solly Msimanga appointed as Mayor,Other,Mayor,"Solly Msimanga serves as Mayor in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.news24.com/person/solly-shoke-2,Solly Shoke - Official Military Officer Profile,News,Military Officer,"Solly Shoke serves as Military Officer in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.mg.co.za/news/mmusi-maimane-25404,Mmusi Maimane - Political Party Leader responsibilities,News,Political Party Leader,"Mmusi Maimane serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.effonline.org/news/floyd-shivambu-36386,Interview with Floyd Shivambu,Political Party,Political Party Leader,"Floyd Shivambu serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.westerncape.gov.za/government/premier/helen-zille-3,Helen Zille addresses parliament,Other,Premier,"Helen Zille serves as Premier in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.iol.co.za/article/434871/mmusi-maimane,Mmusi Maimane - Political Party Leader responsibilities,News,Political Party Leader,"Mmusi Maimane serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.tshwane.gov.za/politics/herman-mashaba-biography-1,Herman Mashaba speaks on government policy,Other,Mayor,"Herman Mashaba serves as Mayor in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.tshwane.gov.za/news/solly-msimanga-61951,Solly Msimanga - Mayor responsibilities,Other,Mayor,"Solly Msimanga serves as Mayor in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.gov.za/person/helen-zille,Helen Zille addresses parliament,Government,Premier,"Helen Zille serves as Premier in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.joburg.org.za/profile/herman-mashaba-6444,Herman Mashaba - Mayor responsibilities,Other,Mayor,"Herman Mashaba serves as Mayor in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.news24.com/government/political-party-leader/john-steenhuisen,Profile of John Steenhuisen - Political Party Leader,News,Political Party Leader,"John Steenhuisen serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.news24.com/profile/rudzani-maphwanya-4384,Rudzani Maphwanya - Official Military Officer Profile,News,Military Officer,"Rudzani Maphwanya serves as Military Officer in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.dirco.gov.za/profile/naledi-pandor-2386,Naledi Pandor speaks on government policy,Government,Minister,"Naledi Pandor serves as Minister in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.news24.com/profile/athol-trollip-2006,Athol Trollip speaks on government policy,News,Mayor,"Athol Trollip serves as Mayor in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.mg.co.za/person/lesetja-kganyago-2,Lesetja Kganyago - Central Bank Official responsibilities,News,Central Bank Official,"Lesetja Kganyago serves as Central Bank Official in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.sandf.mil.za/profile/rudzani-maphwanya-6262,Rudzani Maphwanya - Military Officer responsibilities,Other,Military Officer,"Rudzani Maphwanya serves as Military Officer in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.gov.za/person/aaron-motsoaledi-1,Aaron Motsoaledi speaks on government policy,Government,Minister,"Aaron Motsoaledi serves as Minister in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.iol.co.za/person/helen-zille-4,"Biography: Helen Zille, Premier",News,Premier,"Helen Zille serves as Premier in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.news24.com/profile/raymond-zondo-8281,Raymond Zondo - Official Judge Profile,News,Judge,"Raymond Zondo serves as Judge in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.gov.za/government/premier/phumulo-masualle,Phumulo Masualle addresses parliament,Government,Premier,"Phumulo Masualle serves as Premier in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.tshwane.gov.za/person/athol-trollip-2,Athol Trollip - Official Mayor Profile,Other,Mayor,"Athol Trollip serves as Mayor in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.effonline.org/politics/mbuyiseni-ndlozi-biography,Mbuyiseni Ndlozi - Official Political Party Leader Profile,Political Party,Political Party Leader,"Mbuyiseni Ndlozi serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.westerncape.gov.za/article/276220/supra-mahumapelo,Interview with Supra Mahumapelo,Other,Premier,"Supra Mahumapelo serves as Premier in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.sandf.mil.za/politics/seymour-goosen-biography-2,"Biography: Seymour Goosen, Military Officer",Other,Military Officer,"Seymour Goosen serves as Military Officer in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.health.gov.za/government/minister/aaron-motsoaledi,Aaron Motsoaledi speaks on government policy,Government,Minister,"Aaron Motsoaledi serves as Minister in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.sandf.mil.za/government/military-officer/solly-shoke,Solly Shoke appointed as Military Officer,Other,Military Officer,"Solly Shoke serves as Military Officer in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.gov.za/person/stella-ndabeni-abrahams,Stella Ndabeni-Abrahams addresses parliament,Government,Minister,"Stella Ndabeni-Abrahams serves as Minister in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.gov.za/news/solly-shoke-75397,Solly Shoke - Military Officer responsibilities,Government,Military Officer,"Solly Shoke serves as Military Officer in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.gov.za/politics/lesetja-kganyago-biography-2,Lesetja Kganyago appointed as Central Bank Official,Government,Central Bank Official,"Lesetja Kganyago serves as Central Bank Official in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.joburg.org.za/government/mayor/athol-trollip-3,Interview with Athol Trollip,Other,Mayor,"Athol Trollip serves as Mayor in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.dirco.gov.za/article/186995/lindiwe-sisulu,Lindiwe Sisulu - Ambassador responsibilities,Government,Ambassador,"Lindiwe Sisulu serves as Ambassador in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.gov.za/profile/mandisa-maya-7158,Profile of Mandisa Maya - Judge,Government,Judge,"Mandisa Maya serves as Judge in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.iol.co.za/government/premier/helen-zille,Helen Zille appointed as Premier,News,Premier,"Helen Zille serves as Premier in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.presidency.gov.za/person/david-mabuza-3,David Mabuza appointed as President,Government,President,"David Mabuza serves as President in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.treasury.gov.za/news/naledi-pandor-55699,Profile of Naledi Pandor - Minister,Government,Minister,"Naledi Pandor serves as Minister in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.sandf.mil.za/profile/solly-shoke-3929,Solly Shoke speaks on government policy,Other,Military Officer,"Solly Shoke serves as Military Officer in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.mg.co.za/news/kuben-naidoo-48424,Profile of Kuben Naidoo - Central Bank Official,News,Central Bank Official,"Kuben Naidoo serves as Central Bank Official in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.gov.za/politics/phumulo-masualle-biography,Phumulo Masualle - Official Premier Profile,Government,Premier,"Phumulo Masualle serves as Premier in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.presidency.gov.za/profile/cyril-ramaphosa-7744,Cyril Ramaphosa - President responsibilities,Government,President,"Cyril Ramaphosa serves as President in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.gov.za/news/lesetja-kganyago-34211,"Biography: Lesetja Kganyago, Central Bank Official",Government,Central Bank Official,"Lesetja Kganyago serves as Central Bank Official in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.resbank.co.za/article/439562/kuben-naidoo,Kuben Naidoo speaks on government policy,Government,Central Bank Official,"Kuben Naidoo serves as Central Bank Official in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.dirco.gov.za/government/ambassador/lindiwe-sisulu,Lindiwe Sisulu - Ambassador responsibilities,Government,Ambassador,"Lindiwe Sisulu serves as Ambassador in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.news24.com/news/solly-msimanga-44695,Solly Msimanga - Mayor responsibilities,News,Mayor,"Solly Msimanga serves as Mayor in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.news24.com/person/floyd-shivambu,"Biography: Floyd Shivambu, Political Party Leader",News,Political Party Leader,"Floyd Shivambu serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.joburg.org.za/article/307683/herman-mashaba,Herman Mashaba - Mayor responsibilities,Other,Mayor,"Herman Mashaba serves as Mayor in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.gov.za/politics/lesetja-kganyago-biography-3,Lesetja Kganyago - Official Central Bank Official Profile,Government,Central Bank Official,"Lesetja Kganyago serves as Central Bank Official in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.dirco.gov.za/news/ebrahim-rasool-20427,Interview with Ebrahim Rasool,Government,Ambassador,"Ebrahim Rasool serves as Ambassador in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.tshwane.gov.za/article/399687/herman-mashaba,Herman Mashaba - Official Mayor Profile,Other,Mayor,"Herman Mashaba serves as Mayor in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.news24.com/person/solly-shoke-3,"Biography: Solly Shoke, Military Officer",News,Military Officer,"Solly Shoke serves as Military Officer in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.westerncape.gov.za/news/helen-zille-60071,Interview with Helen Zille,Other,Premier,"Helen Zille serves as Premier in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.news24.com/article/147992/david-mabuza,"Biography: David Mabuza, President",News,President,"David Mabuza serves as President in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.resbank.co.za/news/rashad-cassim-94370,Rashad Cassim speaks on government policy,Government,Central Bank Official,"Rashad Cassim serves as Central Bank Official in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.dirco.gov.za/article/345770/ebrahim-rasool,Profile of Ebrahim Rasool - Ambassador,Government,Ambassador,"Ebrahim Rasool serves as Ambassador in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.gov.za/politics/mandisa-maya-biography,Profile of Mandisa Maya - Judge,Government,Judge,"Mandisa Maya serves as Judge in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.news24.com/person/mbuyiseni-ndlozi,"Biography: Mbuyiseni Ndlozi, Political Party Leader",News,Political Party Leader,"Mbuyiseni Ndlozi serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.timeslive.co.za/person/lindiwe-sisulu-3,"Biography: Lindiwe Sisulu, Ambassador",News,Ambassador,"Lindiwe Sisulu serves as Ambassador in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.health.gov.za/article/420005/naledi-pandor,Naledi Pandor - Minister responsibilities,Government,Minister,"Naledi Pandor serves as Minister in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.dirco.gov.za/article/507115/stella-ndabeni-abrahams,Profile of Stella Ndabeni-Abrahams - Minister,Government,Minister,"Stella Ndabeni-Abrahams serves as Minister in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.timeslive.co.za/person/floyd-shivambu-1,Floyd Shivambu appointed as Political Party Leader,News,Political Party Leader,"Floyd Shivambu serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.timeslive.co.za/article/259303/mbuyiseni-ndlozi,Profile of Mbuyiseni Ndlozi - Political Party Leader,News,Political Party Leader,"Mbuyiseni Ndlozi serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.news24.com/politics/raymond-zondo-biography-2,Raymond Zondo speaks on government policy,News,Judge,"Raymond Zondo serves as Judge in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.mg.co.za/politics/kuben-naidoo-biography-1,Kuben Naidoo addresses parliament,News,Central Bank Official,"Kuben Naidoo serves as Central Bank Official in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.gov.za/profile/lindiwe-sisulu-6472,Profile of Lindiwe Sisulu - Ambassador,Government,Ambassador,"Lindiwe Sisulu serves as Ambassador in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.judiciary.org.za/person/mandisa-maya-5,Profile of Mandisa Maya - Judge,Government,Judge,"Mandisa Maya serves as Judge in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.gov.za/profile/cyril-ramaphosa-1753,Profile of Cyril Ramaphosa - President,Government,President,"Cyril Ramaphosa serves as President in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.presidency.gov.za/government/president/cyril-ramaphosa-1,Cyril Ramaphosa speaks on government policy,Government,President,"Cyril Ramaphosa serves as President in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.effonline.org/article/950280/mbuyiseni-ndlozi,"Biography: Mbuyiseni Ndlozi, Political Party Leader",Political Party,Political Party Leader,"Mbuyiseni Ndlozi serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.joburg.org.za/article/321808/herman-mashaba,Herman Mashaba - Official Mayor Profile,Other,Mayor,"Herman Mashaba serves as Mayor in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.effonline.org/article/649303/mbuyiseni-ndlozi,"Biography: Mbuyiseni Ndlozi, Political Party Leader",Political Party,Political Party Leader,"Mbuyiseni Ndlozi serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.gov.za/politics/cyril-ramaphosa-biography-2,Cyril Ramaphosa speaks on government policy,Government,President,"Cyril Ramaphosa serves as President in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.news24.com/politics/mandisa-maya-biography-1,Mandisa Maya speaks on government policy,News,Judge,"Mandisa Maya serves as Judge in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.gov.za/profile/lindiwe-sisulu-5480,Profile of Lindiwe Sisulu - Ambassador,Government,Ambassador,"Lindiwe Sisulu serves as Ambassador in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.news24.com/government/political-party-leader/floyd-shivambu-3,Floyd Shivambu appointed as Political Party Leader,News,Political Party Leader,"Floyd Shivambu serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.gov.za/politics/paul-mashatile-biography-1,Interview with Paul Mashatile,Government,President,"Paul Mashatile serves as President in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.health.gov.za/government/minister/naledi-pandor-2,"Biography: Naledi Pandor, Minister",Government,Minister,"Naledi Pandor serves as Minister in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.presidency.gov.za/person/david-mabuza-4,David Mabuza addresses parliament,Government,President,"David Mabuza serves as President in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.mg.co.za/government/political-party-leader/mmusi-maimane-1,Mmusi Maimane - Official Political Party Leader Profile,News,Political Party Leader,"Mmusi Maimane serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.gov.za/government/ambassador/ebrahim-rasool-2,Ebrahim Rasool appointed as Ambassador,Government,Ambassador,"Ebrahim Rasool serves as Ambassador in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.effonline.org/news/julius-malema-20392,Julius Malema - Political Party Leader responsibilities,Political Party,Political Party Leader,"Julius Malema serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.tshwane.gov.za/profile/herman-mashaba-5587,"Biography: Herman Mashaba, Mayor",Other,Mayor,"Herman Mashaba serves as Mayor in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.news24.com/politics/cyril-ramaphosa-biography-2,Interview with Cyril Ramaphosa,News,President,"Cyril Ramaphosa serves as President in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.news24.com/news/mmusi-maimane-78770,Mmusi Maimane addresses parliament,News,Political Party Leader,"Mmusi Maimane serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.treasury.gov.za/government/minister/stella-ndabeni-abrahams,Stella Ndabeni-Abrahams appointed as Minister,Government,Minister,"Stella Ndabeni-Abrahams serves as Minister in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.sandf.mil.za/news/seymour-goosen-77490,Seymour Goosen - Military Officer responsibilities,Other,Military Officer,"Seymour Goosen serves as Military Officer in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.gov.za/person/david-mabuza-3,Profile of David Mabuza - President,Government,President,"David Mabuza serves as President in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.timeslive.co.za/news/mbuyiseni-ndlozi-45819,"Biography: Mbuyiseni Ndlozi, Political Party Leader",News,Political Party Leader,"Mbuyiseni Ndlozi serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.sandf.mil.za/news/seymour-goosen-90770,Seymour Goosen addresses parliament,Other,Military Officer,"Seymour Goosen serves as Military Officer in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.news24.com/article/751675/rudzani-maphwanya,Profile of Rudzani Maphwanya - Military Officer,News,Military Officer,"Rudzani Maphwanya serves as Military Officer in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.gov.za/politics/cyril-ramaphosa-biography-3,Cyril Ramaphosa addresses parliament,Government,President,"Cyril Ramaphosa serves as President in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.gov.za/politics/paul-mashatile-biography-2,Paul Mashatile speaks on government policy,Government,President,"Paul Mashatile serves as President in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.iol.co.za/politics/helen-zille-biography-4,Helen Zille addresses parliament,News,Premier,"Helen Zille serves as Premier in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.saps.gov.za/person/enoch-godongwana-3,Profile of Enoch Godongwana - Minister,Government,Minister,"Enoch Godongwana serves as Minister in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.gov.za/profile/supra-mahumapelo-5720,Interview with Supra Mahumapelo,Government,Premier,"Supra Mahumapelo serves as Premier in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.effonline.org/person/floyd-shivambu-3,Floyd Shivambu speaks on government policy,Political Party,Political Party Leader,"Floyd Shivambu serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.timeslive.co.za/person/julius-malema-1,Julius Malema appointed as Political Party Leader,News,Political Party Leader,"Julius Malema serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.gov.za/politics/seymour-goosen-biography-2,Seymour Goosen addresses parliament,Government,Military Officer,"Seymour Goosen serves as Military Officer in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.news24.com/article/887905/john-steenhuisen,John Steenhuisen - Political Party Leader responsibilities,News,Political Party Leader,"John Steenhuisen serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.iol.co.za/profile/helen-zille-6714,"Biography: Helen Zille, Premier",News,Premier,"Helen Zille serves as Premier in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.news24.com/article/806203/cyril-ramaphosa,"Biography: Cyril Ramaphosa, President",News,President,"Cyril Ramaphosa serves as President in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.saps.gov.za/government/minister/enoch-godongwana,Profile of Enoch Godongwana - Minister,Government,Minister,"Enoch Godongwana serves as Minister in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.iol.co.za/person/helen-zille-5,"Biography: Helen Zille, Premier",News,Premier,"Helen Zille serves as Premier in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.judiciary.org.za/government/judge/mandisa-maya-3,"Biography: Mandisa Maya, Judge",Government,Judge,"Mandisa Maya serves as Judge in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.da.org.za/profile/mmusi-maimane-9635,Mmusi Maimane appointed as Political Party Leader,Political Party,Political Party Leader,"Mmusi Maimane serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.mg.co.za/politics/rashad-cassim-biography-1,Rashad Cassim - Central Bank Official responsibilities,News,Central Bank Official,"Rashad Cassim serves as Central Bank Official in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.news24.com/news/rudzani-maphwanya-19989,Rudzani Maphwanya - Military Officer responsibilities,News,Military Officer,"Rudzani Maphwanya serves as Military Officer in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.iol.co.za/person/helen-zille-6,"Biography: Helen Zille, Premier",News,Premier,"Helen Zille serves as Premier in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.mg.co.za/government/central-bank-official/rashad-cassim-1,Profile of Rashad Cassim - Central Bank Official,News,Central Bank Official,"Rashad Cassim serves as Central Bank Official in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
